id,nni,first_name,last_name,full_name,gender,birth_date,phone,email,wilaya_id,wilaya_name,profile_type,kyc_level,status,registration_date,last_login,created_at,updated_at
1468,0501718653,Oumar,Sall,Oumar Sall,M,2005-01-15,+22224047360,,1,Nouakchott-Nord,STANDARD,,ACTIVE,2022-05-15,2024-10-28T14:29:49.893Z,2022-05-15T14:22:00.304Z,2024-10-28T14:29:49.893Z
1469,6002408651,Hawa,Koné,Hawa Koné,F,1960-06-01,+22232471376,hawa.koné361@outlook.com,2,Nouakchott-Ouest,PREMIUM,,ACTIVE,2023-06-14,2023-07-29T07:41:36.444Z,2023-06-14T22:06:22.506Z,2023-07-29T07:41:36.444Z
1470,0305697370,Harouna,Wade,Harouna Wade,M,2003-02-06,+22235810892,,5,Trarza,STANDARD,,ACTIVE,2024-03-12,2024-07-28T09:43:10.239Z,2024-03-12T12:32:46.684Z,2024-07-28T09:43:10.239Z
1471,6104932533,Mamadou,Bâ,Mamadou Bâ,M,1961-04-27,+22236838032,mamadou.bâ126@hotmail.fr,4,Dakhlet Nouadhibou,DORMANT,,ACTIVE,2023-08-04,2023-10-15T18:41:38.956Z,2023-08-04T09:37:49.630Z,2023-10-15T18:41:38.956Z
1472,6607891197,Moustapha,Ould Hamadi,Moustapha Ould Hamadi,M,1966-12-05,+22225809291,,7,Gorgol,OCCASIONAL,,ACTIVE,2022-01-17,2024-10-15T21:16:23.431Z,2022-01-17T23:18:03.880Z,2024-10-15T21:16:23.431Z
1473,0405278624,Vatma,Mint El Mokhtar,Vatma Mint El Mokhtar,F,2004-06-26,+22224246354,vatma.mintelmokhtar432@gmail.com,5,Trarza,OCCASIONAL,,ACTIVE,2023-03-30,2023-08-06T05:04:40.675Z,2023-03-30T04:59:18.915Z,2023-08-06T05:04:40.675Z
1474,7301472745,Zeinab,Mint Soufi,Zeinab Mint Soufi,F,1973-12-26,+22236758002,,1,Nouakchott-Nord,DORMANT,,ACTIVE,2023-11-01,2023-12-17T02:00:05.831Z,2023-11-01T21:48:52.614Z,2023-12-17T02:00:05.831Z
1475,6715385241,Tourad,Ould Saad,Tourad Ould Saad,M,1967-01-26,+22233631458,,15,Tiris Zemmour,DORMANT,,ACTIVE,2024-05-25,2024-10-17T12:10:51.106Z,2024-05-25T09:51:05.854Z,2024-10-17T12:10:51.106Z
1476,9810381695,Aissata,Mint Bouha,Aissata Mint Bouha,F,1998-12-05,+22249401252,,10,Hodh Ech Chargui,ACTIVE,,ACTIVE,2022-05-17,2024-02-26T20:32:36.247Z,2022-05-17T00:22:38.747Z,2024-02-26T20:32:36.247Z
1477,9808784701,Aichetou,Mint Vall,Aichetou Mint Vall,F,1998-10-18,+22248809891,,8,Guidimaka,OCCASIONAL,,ACTIVE,2022-08-25,2024-07-12T12:34:08.184Z,2022-08-25T01:10:12.999Z,2024-07-12T12:34:08.184Z
1478,0002355892,Siaka,Sall,Siaka Sall,M,2000-01-13,+22247154659,,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2022-03-14,2024-12-04T05:26:37.499Z,2022-03-14T13:34:42.852Z,2024-12-04T05:26:37.499Z
1479,0109459514,Rokhaya,Sall,Rokhaya Sall,F,2001-12-22,+22234348466,,9,Assaba,OCCASIONAL,,ACTIVE,2022-11-20,2024-10-05T13:52:45.595Z,2022-11-20T02:19:47.132Z,2024-10-05T13:52:45.595Z
1480,6805497009,Fatima,Mint Habiboullah,Fatima Mint Habiboullah,F,1968-06-02,+22225416359,,5,Trarza,ACTIVE,,ACTIVE,2024-11-07,2024-12-21T22:04:08.521Z,2024-11-07T01:38:49.847Z,2024-12-21T22:04:08.521Z
1481,6701528841,Soueidatt,Ould Khalil,Soueidatt Ould Khalil,M,1967-03-25,+22223962374,soueidatt.ouldkhalil719@gmail.com,1,Nouakchott-Nord,ACTIVE,,ACTIVE,2024-05-01,2024-12-05T23:31:22.930Z,2024-05-01T06:26:54.200Z,2024-12-05T23:31:22.930Z
1482,8801697481,Mariem,Mint El Mokhtar,Mariem Mint El Mokhtar,F,1988-10-01,+22249346996,,1,Nouakchott-Nord,DORMANT,,ACTIVE,2022-12-14,2024-02-20T04:35:42.487Z,2022-12-14T17:03:49.396Z,2024-02-20T04:35:42.487Z
1483,8203661084,Ely,Ndour,Ely Ndour,M,1982-04-08,+22225306092,ely.ndour633@hotmail.fr,3,Nouakchott-Sud,STANDARD,,ACTIVE,2022-04-08,2023-10-17T19:53:40.386Z,2022-04-08T21:15:06.087Z,2023-10-17T19:53:40.386Z
1484,9602974805,Hamady,Sarr,Hamady Sarr,M,1996-07-10,+22224035294,,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2022-04-04,2023-05-14T07:09:06.349Z,2022-04-04T17:23:40.616Z,2023-05-14T07:09:06.349Z
1485,8004622912,Dah,Ould Tourad,Dah Ould Tourad,M,1980-01-25,+22222204176,dah.ouldtourad84@outlook.com,4,Dakhlet Nouadhibou,OCCASIONAL,,ACTIVE,2023-02-16,2023-02-20T12:25:51.291Z,2023-02-16T19:33:31.654Z,2023-02-20T12:25:51.291Z
1486,6301013903,Ahmedou,Ould Ahmed,Ahmedou Ould Ahmed,M,1963-12-22,+22233820014,,1,Nouakchott-Nord,STANDARD,,ACTIVE,2022-09-26,2024-10-08T21:57:58.379Z,2022-09-26T00:58:47.456Z,2024-10-08T21:57:58.379Z
1487,6105444453,Abdellahi,Ould Hadrami,Abdellahi Ould Hadrami,M,1961-05-02,+22248634007,abdellahi.ouldhadrami752@yahoo.fr,5,Trarza,STANDARD,,ACTIVE,2022-11-10,2024-04-25T07:37:31.894Z,2022-11-10T05:14:56.026Z,2024-04-25T07:37:31.894Z
1488,8005078390,Cheikhna,Ould Brahim,Cheikhna Ould Brahim,M,1980-06-15,+22244958288,,5,Trarza,OCCASIONAL,,PENDING_KYC,2023-05-31,2023-11-12T16:09:31.995Z,2023-05-31T09:18:49.401Z,2023-11-12T16:09:31.995Z
1489,7203275736,Tekber,Mint Tourad,Tekber Mint Tourad,F,1972-01-20,+22225440171,,3,Nouakchott-Sud,STANDARD,,ACTIVE,2024-02-05,2024-03-23T12:52:59.722Z,2024-02-05T05:55:34.278Z,2024-03-23T12:52:59.722Z
1490,8104444500,El Khalil,Ould Jiddou,El Khalil Ould Jiddou,M,1981-02-10,+22244467775,,4,Dakhlet Nouadhibou,OCCASIONAL,,ACTIVE,2024-04-23,2024-07-10T08:20:47.204Z,2024-04-23T11:16:29.702Z,2024-07-10T08:20:47.204Z
1491,6503349246,Taleb,Diarra,Taleb Diarra,M,1965-07-08,+22232051547,taleb.diarra629@yahoo.fr,3,Nouakchott-Sud,DORMANT,,ACTIVE,2022-02-09,2024-04-21T21:15:10.655Z,2022-02-09T05:46:10.526Z,2024-04-21T21:15:10.655Z
1492,7915897994,Sira,Fall,Sira Fall,F,1979-06-21,+22233050934,,15,Tiris Zemmour,OCCASIONAL,,ACTIVE,2022-07-22,2023-07-21T16:40:34.340Z,2022-07-22T00:43:47.781Z,2023-07-21T16:40:34.340Z
1493,8702929120,Anta,Sissoko,Anta Sissoko,F,1987-08-19,+22246411162,,2,Nouakchott-Ouest,OCCASIONAL,,SUSPENDED,2022-10-13,2024-02-05T22:05:36.540Z,2022-10-13T20:46:21.732Z,2024-02-05T22:05:36.540Z
1494,7005520065,Khady,Thiaw,Khady Thiaw,F,1970-11-25,+22222732748,khady.thiaw694@yahoo.fr,5,Trarza,OCCASIONAL,,INACTIVE,2023-11-29,2023-12-05T08:49:45.664Z,2023-11-29T00:50:34.201Z,2023-12-05T08:49:45.664Z
1495,7715144199,El Khalil,Koné,El Khalil Koné,M,1977-12-10,+22235820558,,15,Tiris Zemmour,ACTIVE,,ACTIVE,2022-12-14,2024-09-03T03:09:49.657Z,2022-12-14T09:37:29.423Z,2024-09-03T03:09:49.657Z
1496,6702807796,Leila,Mint El Mamy,Leila Mint El Mamy,F,1967-06-25,+22244071282,,2,Nouakchott-Ouest,ACTIVE,,ACTIVE,2023-10-10,2024-04-06T22:00:23.051Z,2023-10-10T02:32:57.535Z,2024-04-06T22:00:23.051Z
1497,6802066165,Hafsata,Mint El Mamy,Hafsata Mint El Mamy,F,1968-11-02,+22225351721,,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2024-05-11,2024-06-11T12:07:45.406Z,2024-05-11T14:51:55.300Z,2024-06-11T12:07:45.406Z
1498,9902008109,Mounina,Barry,Mounina Barry,F,1999-07-28,+22232821768,,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2022-06-15,2024-04-15T18:13:46.840Z,2022-06-15T19:07:12.579Z,2024-04-15T18:13:46.840Z
1499,0101524979,Fatima,Mint Lemrabott,Fatima Mint Lemrabott,F,2001-03-10,+22225664057,fatima.mintlemrabott197@gmail.com,1,Nouakchott-Nord,ACTIVE,,ACTIVE,2024-01-20,2024-04-24T00:33:39.598Z,2024-01-20T06:20:48.567Z,2024-04-24T00:33:39.598Z
1500,7105714049,Youssouf,Sarr,Youssouf Sarr,M,1971-02-26,+22223503818,,5,Trarza,ACTIVE,,ACTIVE,2023-01-18,2024-07-24T13:47:14.074Z,2023-01-18T04:27:08.937Z,2024-07-24T13:47:14.074Z
1501,8706738256,Lamine,Kouyaté,Lamine Kouyaté,M,1987-10-01,+22223471416,lamine.kouyaté28@outlook.com,6,Brakna,ACTIVE,,ACTIVE,2024-07-20,2024-07-29T09:46:30.219Z,2024-07-20T21:26:16.352Z,2024-07-29T09:46:30.219Z
1502,8005466087,Naha,Mint Mahmoud,Naha Mint Mahmoud,F,1980-09-04,+22225549446,,5,Trarza,STANDARD,,ACTIVE,2023-02-11,2024-03-18T14:50:34.196Z,2023-02-11T04:20:46.593Z,2024-03-18T14:50:34.196Z
1503,9006554672,Mohamed Mahmoud,Ould Brahim,Mohamed Mahmoud Ould Brahim,M,1990-03-15,+22222213228,mohamedmahmoud.ouldbrahim330@yahoo.fr,6,Brakna,ACTIVE,,ACTIVE,2023-10-23,2024-02-05T20:26:16.595Z,2023-10-23T11:21:31.363Z,2024-02-05T20:26:16.595Z
1504,7205784205,Aminetou,Mint Vall,Aminetou Mint Vall,F,1972-11-21,+22235875621,,5,Trarza,STANDARD,,PENDING_KYC,2022-05-16,2022-09-16T17:07:38.245Z,2022-05-16T08:22:27.124Z,2022-09-16T17:07:38.245Z
1505,9502758332,Tidiane,Cissé,Tidiane Cissé,M,1995-05-22,+22235161180,,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2024-06-19,2024-10-13T13:39:24.665Z,2024-06-19T02:50:37.199Z,2024-10-13T13:39:24.665Z
1506,7401388674,Abdellahi,Ould Hamoud,Abdellahi Ould Hamoud,M,1974-06-05,+22247806752,abdellahi.ouldhamoud638@outlook.com,1,Nouakchott-Nord,ACTIVE,,ACTIVE,2022-03-07,2023-10-08T21:12:16.608Z,2022-03-07T04:40:11.221Z,2023-10-08T21:12:16.608Z
1507,0106982286,Dado,Wade,Dado Wade,F,2001-02-24,+22246530041,dado.wade926@hotmail.fr,6,Brakna,ACTIVE,,ACTIVE,2022-07-12,2024-07-01T17:26:01.446Z,2022-07-12T06:13:49.873Z,2024-07-01T17:26:01.446Z
1508,8001000009,Cheikh Sidiya,Ould Nenni,Cheikh Sidiya Ould Nenni,M,1980-02-03,+22235125940,,1,Nouakchott-Nord,STANDARD,,ACTIVE,2022-03-13,2023-02-27T16:16:27.392Z,2022-03-13T14:41:41.588Z,2023-02-27T16:16:27.392Z
1509,0104461589,Brahim,Ould Khatri,Brahim Ould Khatri,M,2001-10-21,+22242607843,brahim.ouldkhatri487@outlook.com,4,Dakhlet Nouadhibou,STANDARD,,ACTIVE,2023-08-17,2024-02-23T01:35:37.657Z,2023-08-17T16:38:12.881Z,2024-02-23T01:35:37.657Z
1510,7610519953,Hamoud,Ould Vadel,Hamoud Ould Vadel,M,1976-12-22,+22224898703,hamoud.ouldvadel283@outlook.com,10,Hodh Ech Chargui,ACTIVE,,ACTIVE,2022-10-08,2024-03-29T20:42:00.121Z,2022-10-08T21:58:51.108Z,2024-03-29T20:42:00.121Z
1511,7804491485,Naima,Soumaré,Naima Soumaré,F,1978-02-21,+22223657399,naima.soumaré133@outlook.com,4,Dakhlet Nouadhibou,OCCASIONAL,,ACTIVE,2023-07-25,2024-03-03T17:13:02.384Z,2023-07-25T07:59:11.895Z,2024-03-03T17:13:02.384Z
1512,7101879104,Amadou,Wane,Amadou Wane,M,1971-09-26,+22249478104,amadou.wane486@hotmail.fr,1,Nouakchott-Nord,OCCASIONAL,,ACTIVE,2023-10-06,2024-09-16T07:43:52.379Z,2023-10-06T15:02:35.561Z,2024-09-16T07:43:52.379Z
1513,9605688686,Ely,Thiam,Ely Thiam,M,1996-02-15,+22232310604,,5,Trarza,ACTIVE,,ACTIVE,2024-11-26,2024-11-30T07:52:04.820Z,2024-11-26T05:32:00.336Z,2024-11-30T07:52:04.820Z
1514,9912103139,Mahfoudh,Ould Saad,Mahfoudh Ould Saad,M,1999-01-24,+22237207689,,12,Adrar,ACTIVE,,ACTIVE,2023-03-28,2024-09-17T04:56:23.777Z,2023-03-28T12:28:35.486Z,2024-09-17T04:56:23.777Z
1515,0407665121,Tourad,Sy,Tourad Sy,M,2004-04-10,+22222096835,,7,Gorgol,STANDARD,,ACTIVE,2023-04-25,2024-02-10T09:27:02.064Z,2023-04-25T03:29:21.646Z,2024-02-10T09:27:02.064Z
1516,6101928096,Sory,Thiam,Sory Thiam,M,1961-04-23,+22233454962,sory.thiam192@hotmail.fr,1,Nouakchott-Nord,STANDARD,,ACTIVE,2024-10-07,2024-10-14T01:20:12.536Z,2024-10-07T00:35:03.235Z,2024-10-14T01:20:12.536Z
1517,9501788514,Ndèye,Mbaye,Ndèye Mbaye,F,1995-01-15,+22225769275,,1,Nouakchott-Nord,ACTIVE,,ACTIVE,2022-04-23,2023-07-13T14:14:05.209Z,2022-04-23T03:11:00.039Z,2023-07-13T14:14:05.209Z
1518,8801672709,Zein,Ould Taleb,Zein Ould Taleb,M,1988-05-03,+22248120697,,1,Nouakchott-Nord,STANDARD,,ACTIVE,2022-02-10,2022-12-21T04:01:03.606Z,2022-02-10T00:49:27.069Z,2022-12-21T04:01:03.606Z
1519,7003211565,Horma,Mbow,Horma Mbow,M,1970-11-04,+22225577022,horma.mbow449@outlook.com,3,Nouakchott-Sud,ACTIVE,,ACTIVE,2023-11-19,2024-08-14T21:21:20.029Z,2023-11-19T23:52:40.112Z,2024-08-14T21:21:20.029Z
1520,6702071250,Mariama,Ndour,Mariama Ndour,F,1967-01-07,+22224208069,,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2023-09-20,2024-12-12T22:59:56.911Z,2023-09-20T14:29:25.165Z,2024-12-12T22:59:56.911Z
1521,6001124408,Ténin,Anne,Ténin Anne,F,1960-03-03,+22225697815,ténin.anne832@hotmail.fr,1,Nouakchott-Nord,OCCASIONAL,,ACTIVE,2024-02-16,2024-12-14T19:39:49.769Z,2024-02-16T13:38:39.457Z,2024-12-14T19:39:49.769Z
1522,0302237603,Zahra,Mint Abdel Aziz,Zahra Mint Abdel Aziz,F,2003-03-10,+22232615336,zahra.mintabdelaziz344@yahoo.fr,2,Nouakchott-Ouest,OCCASIONAL,,INACTIVE,2023-05-01,2024-01-03T22:44:53.238Z,2023-05-01T08:47:13.280Z,2024-01-03T22:44:53.238Z
1523,0303534097,Aminetou,Mint El Mokhtar,Aminetou Mint El Mokhtar,F,2003-01-07,+22234118482,,3,Nouakchott-Sud,OCCASIONAL,,PENDING_KYC,2022-09-01,2024-09-27T10:38:29.006Z,2022-09-01T14:36:46.936Z,2024-09-27T10:38:29.006Z
1524,0001712102,Aissata,Mint Limam,Aissata Mint Limam,F,2000-09-12,+22249399049,,1,Nouakchott-Nord,STANDARD,,PENDING_KYC,2024-09-22,2024-11-27T22:16:20.462Z,2024-09-22T10:23:06.240Z,2024-11-27T22:16:20.462Z
1525,7902593870,Halima,Mint Horma,Halima Mint Horma,F,1979-02-27,+22245972097,,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2023-08-28,2024-11-17T00:24:42.703Z,2023-08-28T20:10:21.726Z,2024-11-17T00:24:42.703Z
1526,8309337216,Meymouna,Mint Taleb,Meymouna Mint Taleb,F,1983-10-09,+22242206685,meymouna.minttaleb249@outlook.com,9,Assaba,ACTIVE,,ACTIVE,2022-06-12,2022-08-31T21:27:41.062Z,2022-06-12T07:30:10.231Z,2022-08-31T21:27:41.062Z
1527,7815428858,Jiddou,Ould Abeih,Jiddou Ould Abeih,M,1978-08-24,+22222334481,,15,Tiris Zemmour,OCCASIONAL,,ACTIVE,2023-05-14,2024-08-06T06:43:01.104Z,2023-05-14T16:00:54.460Z,2024-08-06T06:43:01.104Z
1528,0404379580,Ndèye,Wade,Ndèye Wade,F,2004-07-21,+22224730693,,4,Dakhlet Nouadhibou,STANDARD,,ACTIVE,2023-06-09,2024-04-22T17:02:40.608Z,2023-06-09T16:31:15.208Z,2024-04-22T17:02:40.608Z
